,drug_a_name,drug_b_name,cell_line,synergy,fold
5-FU_GELDANAMYCIN_SKOV3,5-FU,GELDANAMYCIN,SKOV3,-9.1881641947,4
5-FU_GELDANAMYCIN_SW620,5-FU,GELDANAMYCIN,SW620,-2.851271236,4
5-FU_GELDANAMYCIN_SW837,5-FU,GELDANAMYCIN,SW837,-10.0141809923,4
5-FU_GELDANAMYCIN_T47D,5-FU,GELDANAMYCIN,T47D,30.6799944126,4
5-FU_GELDANAMYCIN_UACC62,5-FU,GELDANAMYCIN,UACC62,-1.3454010107,4
5-FU_GELDANAMYCIN_UWB1289BRCA1,5-FU,GELDANAMYCIN,UWB1289BRCA1,-7.7470597939,4
5-FU_GELDANAMYCIN_UWB1289,5-FU,GELDANAMYCIN,UWB1289,-6.7529812562,4
5-FU_GELDANAMYCIN_VCAP,5-FU,GELDANAMYCIN,VCAP,14.0445192166,4
5-FU_GELDANAMYCIN_ZR751,5-FU,GELDANAMYCIN,ZR751,-15.0092845632,4
5-FU_L778123_A2058,5-FU,L778123,A2058,9.7282647976,1
5-FU_L778123_A2780,5-FU,L778123,A2780,8.7866069583,1
5-FU_L778123_A375,5-FU,L778123,A375,7.6329436579,1
5-FU_L778123_A427,5-FU,L778123,A427,12.3277489383,1
5-FU_L778123_CAOV3,5-FU,L778123,CAOV3,-11.2445613151,1
5-FU_L778123_COLO320DM,5-FU,L778123,COLO320DM,17.7504354548,1
5-FU_L778123_DLD1,5-FU,L778123,DLD1,13.2529242306,1
5-FU_L778123_EFM192B,5-FU,L778123,EFM192B,5.1598849635,1
5-FU_L778123_ES2,5-FU,L778123,ES2,10.1135073338,1
5-FU_L778123_HCT116,5-FU,L778123,HCT116,11.7123653003,1
5-FU_L778123_HT144,5-FU,L778123,HT144,0.1977536279,1
5-FU_L778123_HT29,5-FU,L778123,HT29,17.5439742462,1
5-FU_L778123_KPL1,5-FU,L778123,KPL1,2.4967327943,1
5-FU_L778123_LNCAP,5-FU,L778123,LNCAP,5.0386480378,1
5-FU_L778123_LOVO,5-FU,L778123,LOVO,3.0950710355,1
5-FU_L778123_MDAMB436,5-FU,L778123,MDAMB436,6.6049127114,1
5-FU_L778123_MSTO,5-FU,L778123,MSTO,1.034479697,1
5-FU_L778123_NCIH1650,5-FU,L778123,NCIH1650,12.2198248938,1
5-FU_L778123_NCIH2122,5-FU,L778123,NCIH2122,1.4919157638,1
5-FU_L778123_NCIH23,5-FU,L778123,NCIH23,4.785807361,1
5-FU_L778123_NCIH460,5-FU,L778123,NCIH460,-0.5617591171,1
5-FU_L778123_NCIH520,5-FU,L778123,NCIH520,13.7782050736,1
5-FU_L778123_OCUBM,5-FU,L778123,OCUBM,10.9390380171,1
5-FU_L778123_OV90,5-FU,L778123,OV90,12.2053451012,1
5-FU_L778123_OVCAR3,5-FU,L778123,OVCAR3,3.6025835235,1
5-FU_L778123_PA1,5-FU,L778123,PA1,14.5367422952,1
5-FU_L778123_RKO,5-FU,L778123,RKO,4.7786590771,1
5-FU_L778123_RPMI7951,5-FU,L778123,RPMI7951,0.7730436273,1
5-FU_L778123_SKMEL30,5-FU,L778123,SKMEL30,-57.88453337,1
5-FU_L778123_SKMES1,5-FU,L778123,SKMES1,6.0790006726,1
5-FU_L778123_SKOV3,5-FU,L778123,SKOV3,8.1306805695,1
5-FU_L778123_SW620,5-FU,L778123,SW620,4.8157967021,1
5-FU_L778123_SW837,5-FU,L778123,SW837,-4.4571313729,1
5-FU_L778123_T47D,5-FU,L778123,T47D,21.1587573317,1
5-FU_L778123_UACC62,5-FU,L778123,UACC62,6.8179162039,1
5-FU_L778123_UWB1289BRCA1,5-FU,L778123,UWB1289BRCA1,12.5476353297,1
5-FU_L778123_UWB1289,5-FU,L778123,UWB1289,13.7199255864,1
5-FU_L778123_VCAP,5-FU,L778123,VCAP,12.7404294136,1
5-FU_L778123_ZR751,5-FU,L778123,ZR751,8.1204864896,1
5-FU_LAPATINIB_A2058,5-FU,LAPATINIB,A2058,9.1921381489,1
5-FU_LAPATINIB_A2780,5-FU,LAPATINIB,A2780,8.0111248094,1
5-FU_LAPATINIB_A375,5-FU,LAPATINIB,A375,7.497787303,1
5-FU_LAPATINIB_A427,5-FU,LAPATINIB,A427,-4.1794542535,1
5-FU_LAPATINIB_CAOV3,5-FU,LAPATINIB,CAOV3,-6.7775280299,1
5-FU_LAPATINIB_COLO320DM,5-FU,LAPATINIB,COLO320DM,3.2093461762,1
5-FU_LAPATINIB_DLD1,5-FU,LAPATINIB,DLD1,11.5546266847,1
5-FU_LAPATINIB_EFM192B,5-FU,LAPATINIB,EFM192B,7.2381930137,1
5-FU_LAPATINIB_ES2,5-FU,LAPATINIB,ES2,5.344512472,1
5-FU_LAPATINIB_HCT116,5-FU,LAPATINIB,HCT116,9.6880383892,1
5-FU_LAPATINIB_HT144,5-FU,LAPATINIB,HT144,4.6705749923,1
5-FU_LAPATINIB_HT29,5-FU,LAPATINIB,HT29,4.5330856346,1
5-FU_LAPATINIB_KPL1,5-FU,LAPATINIB,KPL1,-9.537311313,1
5-FU_LAPATINIB_LNCAP,5-FU,LAPATINIB,LNCAP,-16.3764972151,1
5-FU_LAPATINIB_LOVO,5-FU,LAPATINIB,LOVO,17.4905864006,1
5-FU_LAPATINIB_MDAMB436,5-FU,LAPATINIB,MDAMB436,3.6446355785,1
5-FU_LAPATINIB_MSTO,5-FU,LAPATINIB,MSTO,-55.4702643201,1
5-FU_LAPATINIB_NCIH1650,5-FU,LAPATINIB,NCIH1650,0.9058173714,1
5-FU_LAPATINIB_NCIH2122,5-FU,LAPATINIB,NCIH2122,9.9561959778,1
5-FU_LAPATINIB_NCIH23,5-FU,LAPATINIB,NCIH23,-8.7347995249,1
5-FU_LAPATINIB_NCIH460,5-FU,LAPATINIB,NCIH460,-2.0350125809,1
5-FU_LAPATINIB_NCIH520,5-FU,LAPATINIB,NCIH520,-7.2635219081,1
5-FU_LAPATINIB_OCUBM,5-FU,LAPATINIB,OCUBM,3.6962294526,1
5-FU_LAPATINIB_OV90,5-FU,LAPATINIB,OV90,-9.2950702543,1
5-FU_LAPATINIB_OVCAR3,5-FU,LAPATINIB,OVCAR3,18.0118570501,1
5-FU_LAPATINIB_PA1,5-FU,LAPATINIB,PA1,14.1592188707,1
5-FU_LAPATINIB_RKO,5-FU,LAPATINIB,RKO,11.5445360217,1
5-FU_LAPATINIB_RPMI7951,5-FU,LAPATINIB,RPMI7951,3.3187648663,1
5-FU_LAPATINIB_SKMEL30,5-FU,LAPATINIB,SKMEL30,9.4835037451,1
5-FU_LAPATINIB_SKMES1,5-FU,LAPATINIB,SKMES1,11.0596410178,1
5-FU_LAPATINIB_SKOV3,5-FU,LAPATINIB,SKOV3,7.1187837793,1
5-FU_LAPATINIB_SW620,5-FU,LAPATINIB,SW620,-2.41819166,1
5-FU_LAPATINIB_SW837,5-FU,LAPATINIB,SW837,6.956325429,1
5-FU_LAPATINIB_T47D,5-FU,LAPATINIB,T47D,14.9092827837,1
5-FU_LAPATINIB_UACC62,5-FU,LAPATINIB,UACC62,9.1199463026,1
5-FU_LAPATINIB_UWB1289BRCA1,5-FU,LAPATINIB,UWB1289BRCA1,19.0058752078,1
5-FU_LAPATINIB_UWB1289,5-FU,LAPATINIB,UWB1289,3.8847212876,1
5-FU_LAPATINIB_VCAP,5-FU,LAPATINIB,VCAP,10.6325581361,1
5-FU_LAPATINIB_ZR751,5-FU,LAPATINIB,ZR751,14.6763066586,1
5-FU_MK-2206_A2058,5-FU,MK-2206,A2058,15.9003975952,2
5-FU_MK-2206_A2780,5-FU,MK-2206,A2780,18.6562125215,2
5-FU_MK-2206_A375,5-FU,MK-2206,A375,1.4627542044,2
5-FU_MK-2206_A427,5-FU,MK-2206,A427,14.1170997404,2
5-FU_MK-2206_CAOV3,5-FU,MK-2206,CAOV3,41.0691417805,2
5-FU_MK-2206_COLO320DM,5-FU,MK-2206,COLO320DM,23.4842071652,2
5-FU_MK-2206_DLD1,5-FU,MK-2206,DLD1,17.4731950621,2
5-FU_MK-2206_EFM192B,5-FU,MK-2206,EFM192B,-2.2255019318,2
5-FU_MK-2206_ES2,5-FU,MK-2206,ES2,0.2083795553,2
5-FU_MK-2206_HCT116,5-FU,MK-2206,HCT116,4.1234224097,2
5-FU_MK-2206_HT144,5-FU,MK-2206,HT144,2.0214349365,2
5-FU_MK-2206_HT29,5-FU,MK-2206,HT29,15.704505817,2
5-FU_MK-2206_KPL1,5-FU,MK-2206,KPL1,26.8647753536,2
5-FU_MK-2206_LNCAP,5-FU,MK-2206,LNCAP,8.3059919541,2
5-FU_MK-2206_LOVO,5-FU,MK-2206,LOVO,0.8485305444,2
5-FU_MK-2206_MDAMB436,5-FU,MK-2206,MDAMB436,11.6053738313,2
5-FU_MK-2206_MSTO,5-FU,MK-2206,MSTO,-35.3119882241,2
5-FU_MK-2206_NCIH1650,5-FU,MK-2206,NCIH1650,12.9608908226,2
5-FU_MK-2206_NCIH2122,5-FU,MK-2206,NCIH2122,14.5182360522,2
5-FU_MK-2206_NCIH23,5-FU,MK-2206,NCIH23,3.9299038906,2
5-FU_MK-2206_NCIH460,5-FU,MK-2206,NCIH460,16.5835935756,2
5-FU_MK-2206_NCIH520,5-FU,MK-2206,NCIH520,12.9538647031,2
5-FU_MK-2206_OCUBM,5-FU,MK-2206,OCUBM,0.7515517096,2
5-FU_MK-2206_OV90,5-FU,MK-2206,OV90,6.2058353259,2
5-FU_MK-2206_OVCAR3,5-FU,MK-2206,OVCAR3,16.3679150898,2
5-FU_MK-2206_PA1,5-FU,MK-2206,PA1,22.8438567281,2
5-FU_MK-2206_RKO,5-FU,MK-2206,RKO,21.9986829902,2
5-FU_MK-2206_RPMI7951,5-FU,MK-2206,RPMI7951,13.7924902162,2
5-FU_MK-2206_SKMEL30,5-FU,MK-2206,SKMEL30,9.528004578,2
5-FU_MK-2206_SKMES1,5-FU,MK-2206,SKMES1,18.5031612926,2
5-FU_MK-2206_SKOV3,5-FU,MK-2206,SKOV3,12.725931577,2
5-FU_MK-2206_SW620,5-FU,MK-2206,SW620,12.5554878104,2
5-FU_MK-2206_SW837,5-FU,MK-2206,SW837,5.1723316978,2
5-FU_MK-2206_T47D,5-FU,MK-2206,T47D,5.9686104256,2
5-FU_MK-2206_UACC62,5-FU,MK-2206,UACC62,16.6719027294,2
5-FU_MK-2206_UWB1289BRCA1,5-FU,MK-2206,UWB1289BRCA1,21.7083666184,2
5-FU_MK-2206_UWB1289,5-FU,MK-2206,UWB1289,20.7586233912,2
5-FU_MK-2206_VCAP,5-FU,MK-2206,VCAP,8.8828429883,2
5-FU_MK-2206_ZR751,5-FU,MK-2206,ZR751,11.5602363877,2
5-FU_MK-4827_A2058,5-FU,MK-4827,A2058,6.7380597244,3
5-FU_MK-4827_A2780,5-FU,MK-4827,A2780,9.9200924223,3
5-FU_MK-4827_A375,5-FU,MK-4827,A375,-2.1913568907,3
5-FU_MK-4827_A427,5-FU,MK-4827,A427,7.2852230494,3
5-FU_MK-4827_CAOV3,5-FU,MK-4827,CAOV3,-3.7460101438,3
5-FU_MK-4827_COLO320DM,5-FU,MK-4827,COLO320DM,7.4138771847,3
5-FU_MK-4827_DLD1,5-FU,MK-4827,DLD1,0.8137396618,3
5-FU_MK-4827_EFM192B,5-FU,MK-4827,EFM192B,-6.7813763087,3
5-FU_MK-4827_ES2,5-FU,MK-4827,ES2,-4.0814869489,3
5-FU_MK-4827_HCT116,5-FU,MK-4827,HCT116,8.0324018449,3
5-FU_MK-4827_HT144,5-FU,MK-4827,HT144,-2.5727064212,3
5-FU_MK-4827_HT29,5-FU,MK-4827,HT29,3.2803166061,3
5-FU_MK-4827_KPL1,5-FU,MK-4827,KPL1,-3.7239969705,3
5-FU_MK-4827_LNCAP,5-FU,MK-4827,LNCAP,-24.4814918995,3
5-FU_MK-4827_LOVO,5-FU,MK-4827,LOVO,-14.5737162026,3
5-FU_MK-4827_MDAMB436,5-FU,MK-4827,MDAMB436,2.5650627877,3
5-FU_MK-4827_MSTO,5-FU,MK-4827,MSTO,-54.8482021133,3
5-FU_MK-4827_NCIH1650,5-FU,MK-4827,NCIH1650,-9.2480173289,3
5-FU_MK-4827_NCIH2122,5-FU,MK-4827,NCIH2122,1.8558659516,3
5-FU_MK-4827_NCIH23,5-FU,MK-4827,NCIH23,-10.5263423251,3
5-FU_MK-4827_NCIH460,5-FU,MK-4827,NCIH460,-2.8604770301,3
5-FU_MK-4827_NCIH520,5-FU,MK-4827,NCIH520,4.4514426938,3
5-FU_MK-4827_OCUBM,5-FU,MK-4827,OCUBM,10.3365878625,3
5-FU_MK-4827_OV90,5-FU,MK-4827,OV90,-11.575963303,3
5-FU_MK-4827_OVCAR3,5-FU,MK-4827,OVCAR3,-1.8376363782,3
5-FU_MK-4827_PA1,5-FU,MK-4827,PA1,4.9072076328,3
5-FU_MK-4827_RKO,5-FU,MK-4827,RKO,-0.3218696371,3
5-FU_MK-4827_RPMI7951,5-FU,MK-4827,RPMI7951,1.7688753557,3
5-FU_MK-4827_SKMEL30,5-FU,MK-4827,SKMEL30,3.7669646714,3
5-FU_MK-4827_SKMES1,5-FU,MK-4827,SKMES1,0.7304384282,3
5-FU_MK-4827_SKOV3,5-FU,MK-4827,SKOV3,-0.0609455568,3
5-FU_MK-4827_SW620,5-FU,MK-4827,SW620,4.2713930567,3
5-FU_MK-4827_SW837,5-FU,MK-4827,SW837,-12.7245151344,3
5-FU_MK-4827_T47D,5-FU,MK-4827,T47D,-9.8818158289,3
5-FU_MK-4827_UACC62,5-FU,MK-4827,UACC62,1.3318645202,3
5-FU_MK-4827_UWB1289BRCA1,5-FU,MK-4827,UWB1289BRCA1,8.4158777087,3
5-FU_MK-4827_UWB1289,5-FU,MK-4827,UWB1289,0.7880892027,3
5-FU_MK-4827_VCAP,5-FU,MK-4827,VCAP,10.9885790618,3
5-FU_MK-4827_ZR751,5-FU,MK-4827,ZR751,3.1821546666,3
5-FU_MK-5108_A2058,5-FU,MK-5108,A2058,1.8048954561,2
5-FU_MK-5108_A2780,5-FU,MK-5108,A2780,9.2608129746,2
5-FU_MK-5108_A375,5-FU,MK-5108,A375,8.9984383656,2
5-FU_MK-5108_A427,5-FU,MK-5108,A427,3.5350283439,2
5-FU_MK-5108_CAOV3,5-FU,MK-5108,CAOV3,-13.041340691,2
5-FU_MK-5108_COLO320DM,5-FU,MK-5108,COLO320DM,12.5842536583,2
5-FU_MK-5108_DLD1,5-FU,MK-5108,DLD1,0.9239054681,2
5-FU_MK-5108_EFM192B,5-FU,MK-5108,EFM192B,-0.3141438399,2
5-FU_MK-5108_ES2,5-FU,MK-5108,ES2,3.5129827459,2
5-FU_MK-5108_HCT116,5-FU,MK-5108,HCT116,16.5701564393,2
5-FU_MK-5108_HT144,5-FU,MK-5108,HT144,0.7960237066,2
5-FU_MK-5108_HT29,5-FU,MK-5108,HT29,12.4304918803,2
5-FU_MK-5108_KPL1,5-FU,MK-5108,KPL1,3.7195503932,2
5-FU_MK-5108_LNCAP,5-FU,MK-5108,LNCAP,-20.6434715032,2
5-FU_MK-5108_LOVO,5-FU,MK-5108,LOVO,0.9569595237,2
5-FU_MK-5108_MDAMB436,5-FU,MK-5108,MDAMB436,2.8172121104,2
5-FU_MK-5108_MSTO,5-FU,MK-5108,MSTO,-34.4459358718,2
5-FU_MK-5108_NCIH1650,5-FU,MK-5108,NCIH1650,-0.6599837702,2
5-FU_MK-5108_NCIH2122,5-FU,MK-5108,NCIH2122,-1.7886402574,2
5-FU_MK-5108_NCIH23,5-FU,MK-5108,NCIH23,-2.7746186765,2
5-FU_MK-5108_NCIH460,5-FU,MK-5108,NCIH460,-5.6594807782,2
5-FU_MK-5108_NCIH520,5-FU,MK-5108,NCIH520,2.7796403404,2
5-FU_MK-5108_OCUBM,5-FU,MK-5108,OCUBM,4.9421224788,2
5-FU_MK-5108_OV90,5-FU,MK-5108,OV90,0.7102572606,2
5-FU_MK-5108_OVCAR3,5-FU,MK-5108,OVCAR3,10.0174393355,2
5-FU_MK-5108_PA1,5-FU,MK-5108,PA1,16.3248100207,2
5-FU_MK-5108_RKO,5-FU,MK-5108,RKO,-2.4180318894,2
5-FU_MK-5108_RPMI7951,5-FU,MK-5108,RPMI7951,4.4237664099,2
5-FU_MK-5108_SKMEL30,5-FU,MK-5108,SKMEL30,14.8385714465,2
5-FU_MK-5108_SKMES1,5-FU,MK-5108,SKMES1,-2.969522572,2
5-FU_MK-5108_SKOV3,5-FU,MK-5108,SKOV3,8.1828554544,2
5-FU_MK-5108_SW620,5-FU,MK-5108,SW620,4.1982352116,2
5-FU_MK-5108_SW837,5-FU,MK-5108,SW837,-3.1947088918,2
5-FU_MK-5108_T47D,5-FU,MK-5108,T47D,4.9294221133,2
5-FU_MK-5108_UACC62,5-FU,MK-5108,UACC62,8.1866547691,2
5-FU_MK-5108_UWB1289BRCA1,5-FU,MK-5108,UWB1289BRCA1,13.8817850294,2
5-FU_MK-5108_UWB1289,5-FU,MK-5108,UWB1289,6.5821698596,2
5-FU_MK-5108_VCAP,5-FU,MK-5108,VCAP,11.649741335,2
5-FU_MK-5108_ZR751,5-FU,MK-5108,ZR751,0.8270235376,2
5-FU_MK-8669_A2058,5-FU,MK-8669,A2058,32.336231656,0
5-FU_MK-8669_A2780,5-FU,MK-8669,A2780,16.2953130836,0
5-FU_MK-8669_A375,5-FU,MK-8669,A375,12.7627595038,0
5-FU_MK-8669_A427,5-FU,MK-8669,A427,20.6278648172,0
5-FU_MK-8669_CAOV3,5-FU,MK-8669,CAOV3,8.763442761,0
5-FU_MK-8669_COLO320DM,5-FU,MK-8669,COLO320DM,9.3980636548,0
5-FU_MK-8669_DLD1,5-FU,MK-8669,DLD1,24.5517899509,0
5-FU_MK-8669_EFM192B,5-FU,MK-8669,EFM192B,20.5172869611,0
5-FU_MK-8669_ES2,5-FU,MK-8669,ES2,15.7050804162,0
5-FU_MK-8669_HCT116,5-FU,MK-8669,HCT116,2.5493305703,0
5-FU_MK-8669_HT144,5-FU,MK-8669,HT144,4.9157412874,0
5-FU_MK-8669_HT29,5-FU,MK-8669,HT29,11.8105759879,0
5-FU_MK-8669_KPL1,5-FU,MK-8669,KPL1,11.1882098652,0
5-FU_MK-8669_LNCAP,5-FU,MK-8669,LNCAP,15.9940932912,0
5-FU_MK-8669_LOVO,5-FU,MK-8669,LOVO,6.8775912152,0
5-FU_MK-8669_MDAMB436,5-FU,MK-8669,MDAMB436,17.4363297943,0
5-FU_MK-8669_MSTO,5-FU,MK-8669,MSTO,-34.4302498796,0
5-FU_MK-8669_NCIH1650,5-FU,MK-8669,NCIH1650,15.8598946229,0
5-FU_MK-8669_NCIH2122,5-FU,MK-8669,NCIH2122,10.3041819135,0
5-FU_MK-8669_NCIH23,5-FU,MK-8669,NCIH23,21.7378102867,0
5-FU_MK-8669_NCIH460,5-FU,MK-8669,NCIH460,5.0187908405,0
5-FU_MK-8669_NCIH520,5-FU,MK-8669,NCIH520,8.1541053655,0
5-FU_MK-8669_OCUBM,5-FU,MK-8669,OCUBM,23.6582792303,0
5-FU_MK-8669_OV90,5-FU,MK-8669,OV90,9.5625919221,0
5-FU_MK-8669_OVCAR3,5-FU,MK-8669,OVCAR3,6.7256438694,0
5-FU_MK-8669_PA1,5-FU,MK-8669,PA1,41.3012141448,0
5-FU_MK-8669_RKO,5-FU,MK-8669,RKO,23.2541342238,0
5-FU_MK-8669_RPMI7951,5-FU,MK-8669,RPMI7951,27.3312274488,0
5-FU_MK-8669_SKMEL30,5-FU,MK-8669,SKMEL30,28.1921047119,0
5-FU_MK-8669_SKMES1,5-FU,MK-8669,SKMES1,8.5169054379,0
5-FU_MK-8669_SKOV3,5-FU,MK-8669,SKOV3,28.7151483289,0
5-FU_MK-8669_SW620,5-FU,MK-8669,SW620,12.1373778076,0
5-FU_MK-8669_SW837,5-FU,MK-8669,SW837,12.4165920546,0
5-FU_MK-8669_T47D,5-FU,MK-8669,T47D,24.178581994,0
5-FU_MK-8669_UACC62,5-FU,MK-8669,UACC62,12.1256517911,0
5-FU_MK-8669_UWB1289BRCA1,5-FU,MK-8669,UWB1289BRCA1,28.3950480532,0
5-FU_MK-8669_UWB1289,5-FU,MK-8669,UWB1289,25.2379678222,0
5-FU_MK-8669_VCAP,5-FU,MK-8669,VCAP,29.6719018896,0
5-FU_MK-8669_ZR751,5-FU,MK-8669,ZR751,10.3250317023,0
5-FU_MK-8776_A2058,5-FU,MK-8776,A2058,24.2749721777,4
5-FU_MK-8776_A2058,5-FU,MK-8776,A2058,22.7704538211,4
5-FU_MK-8776_A2780,5-FU,MK-8776,A2780,9.9663216014,4
5-FU_MK-8776_A375,5-FU,MK-8776,A375,21.5828402766,4
5-FU_MK-8776_A375,5-FU,MK-8776,A375,22.6118325467,4
5-FU_MK-8776_A427,5-FU,MK-8776,A427,25.9345525932,4
5-FU_MK-8776_A427,5-FU,MK-8776,A427,49.9189725902,4
5-FU_MK-8776_CAOV3,5-FU,MK-8776,CAOV3,58.1187865941,4
5-FU_MK-8776_CAOV3,5-FU,MK-8776,CAOV3,56.0883253698,4
5-FU_MK-8776_COLO320DM,5-FU,MK-8776,COLO320DM,13.1309407525,4
5-FU_MK-8776_COLO320DM,5-FU,MK-8776,COLO320DM,2.1207950231,4
5-FU_MK-8776_DLD1,5-FU,MK-8776,DLD1,6.4083026411,4
5-FU_MK-8776_EFM192B,5-FU,MK-8776,EFM192B,8.8129085946,4
5-FU_MK-8776_EFM192B,5-FU,MK-8776,EFM192B,1.9075989742,4
5-FU_MK-8776_ES2,5-FU,MK-8776,ES2,4.1436992486,4
5-FU_MK-8776_ES2,5-FU,MK-8776,ES2,-25.4683762273,4
5-FU_MK-8776_HCT116,5-FU,MK-8776,HCT116,11.1077519579,4
5-FU_MK-8776_HCT116,5-FU,MK-8776,HCT116,18.7968621722,4
5-FU_MK-8776_HT144,5-FU,MK-8776,HT144,3.3707291943,4
5-FU_MK-8776_HT29,5-FU,MK-8776,HT29,8.3917357229,4
5-FU_MK-8776_HT29,5-FU,MK-8776,HT29,18.4713485537,4
5-FU_MK-8776_KPL1,5-FU,MK-8776,KPL1,-1.2087696449,4
5-FU_MK-8776_LNCAP,5-FU,MK-8776,LNCAP,3.6928639136,4
5-FU_MK-8776_LOVO,5-FU,MK-8776,LOVO,3.2980170463,4
5-FU_MK-8776_LOVO,5-FU,MK-8776,LOVO,3.9605277539,4
5-FU_MK-8776_MDAMB436,5-FU,MK-8776,MDAMB436,43.3548506205,4
5-FU_MK-8776_MSTO,5-FU,MK-8776,MSTO,-28.6913503574,4
5-FU_MK-8776_NCIH1650,5-FU,MK-8776,NCIH1650,10.2868775972,4
5-FU_MK-8776_NCIH1650,5-FU,MK-8776,NCIH1650,17.7949088146,4
5-FU_MK-8776_NCIH2122,5-FU,MK-8776,NCIH2122,3.0637023563,4
5-FU_MK-8776_NCIH2122,5-FU,MK-8776,NCIH2122,22.2132492117,4
5-FU_MK-8776_NCIH23,5-FU,MK-8776,NCIH23,2.9641513779,4
5-FU_MK-8776_NCIH23,5-FU,MK-8776,NCIH23,-0.0519902509,4
5-FU_MK-8776_NCIH460,5-FU,MK-8776,NCIH460,24.8460568521,4
5-FU_MK-8776_NCIH520,5-FU,MK-8776,NCIH520,18.3059071731,4
5-FU_MK-8776_OCUBM,5-FU,MK-8776,OCUBM,58.849645744,4
5-FU_MK-8776_OV90,5-FU,MK-8776,OV90,3.1552001791,4
5-FU_MK-8776_OVCAR3,5-FU,MK-8776,OVCAR3,10.1051317429,4
5-FU_MK-8776_PA1,5-FU,MK-8776,PA1,1.3643884414,4
5-FU_MK-8776_PA1,5-FU,MK-8776,PA1,16.3745761576,4
5-FU_MK-8776_RKO,5-FU,MK-8776,RKO,18.4228588221,4
5-FU_MK-8776_RPMI7951,5-FU,MK-8776,RPMI7951,4.9236207844,4
5-FU_MK-8776_SKMEL30,5-FU,MK-8776,SKMEL30,-81.4412836641,4
5-FU_MK-8776_SKMES1,5-FU,MK-8776,SKMES1,16.9849025523,4
5-FU_MK-8776_SKOV3,5-FU,MK-8776,SKOV3,5.559655014,4
5-FU_MK-8776_SW620,5-FU,MK-8776,SW620,9.5450615789,4
5-FU_MK-8776_SW620,5-FU,MK-8776,SW620,4.9519582994,4
5-FU_MK-8776_SW837,5-FU,MK-8776,SW837,-20.5265828587,4
5-FU_MK-8776_T47D,5-FU,MK-8776,T47D,2.4581985545,4
5-FU_MK-8776_UACC62,5-FU,MK-8776,UACC62,6.6260817062,4
5-FU_MK-8776_UWB1289BRCA1,5-FU,MK-8776,UWB1289BRCA1,-11.1515638625,4
5-FU_MK-8776_UWB1289,5-FU,MK-8776,UWB1289,-7.7301677459,4
5-FU_MK-8776_VCAP,5-FU,MK-8776,VCAP,10.868914741,4
5-FU_MK-8776_ZR751,5-FU,MK-8776,ZR751,-0.4083073108,4
5-FU_PD325901_A2058,5-FU,PD325901,A2058,2.2648345474,0
5-FU_PD325901_A2780,5-FU,PD325901,A2780,24.6101491603,0
5-FU_PD325901_A375,5-FU,PD325901,A375,-1.7928723117,0
5-FU_PD325901_A427,5-FU,PD325901,A427,16.5185276264,0
5-FU_PD325901_CAOV3,5-FU,PD325901,CAOV3,-1.1278026191,0
5-FU_PD325901_COLO320DM,5-FU,PD325901,COLO320DM,3.6824831827,0
5-FU_PD325901_DLD1,5-FU,PD325901,DLD1,18.4586259032,0
5-FU_PD325901_EFM192B,5-FU,PD325901,EFM192B,-3.0348942445,0
5-FU_PD325901_ES2,5-FU,PD325901,ES2,2.8147383704,0
5-FU_PD325901_HCT116,5-FU,PD325901,HCT116,18.3212116826,0
5-FU_PD325901_HT144,5-FU,PD325901,HT144,9.118873978,0
5-FU_PD325901_HT29,5-FU,PD325901,HT29,3.1505895344,0
5-FU_PD325901_KPL1,5-FU,PD325901,KPL1,-6.3450322174,0
5-FU_PD325901_LNCAP,5-FU,PD325901,LNCAP,1.6456703382,0
5-FU_PD325901_LOVO,5-FU,PD325901,LOVO,-6.2451950857,0
5-FU_PD325901_MDAMB436,5-FU,PD325901,MDAMB436,9.3580687088,0
5-FU_PD325901_MSTO,5-FU,PD325901,MSTO,22.0330269023,0
5-FU_PD325901_NCIH1650,5-FU,PD325901,NCIH1650,4.3253730787,0
5-FU_PD325901_NCIH2122,5-FU,PD325901,NCIH2122,3.0974502827,0
5-FU_PD325901_NCIH23,5-FU,PD325901,NCIH23,4.2627084216,0
5-FU_PD325901_NCIH460,5-FU,PD325901,NCIH460,16.3321845736,0
5-FU_PD325901_NCIH520,5-FU,PD325901,NCIH520,-1.1429154638,0
5-FU_PD325901_OCUBM,5-FU,PD325901,OCUBM,16.9153205509,0
5-FU_PD325901_OV90,5-FU,PD325901,OV90,-6.5669900061,0
5-FU_PD325901_OVCAR3,5-FU,PD325901,OVCAR3,24.6866031908,0
5-FU_PD325901_PA1,5-FU,PD325901,PA1,8.0642596305,0
5-FU_PD325901_RKO,5-FU,PD325901,RKO,9.445147693,0
5-FU_PD325901_RPMI7951,5-FU,PD325901,RPMI7951,0.6327841094,0
5-FU_PD325901_SKMEL30,5-FU,PD325901,SKMEL30,-144.401654641,0
5-FU_PD325901_SKMES1,5-FU,PD325901,SKMES1,-5.4245533988,0
5-FU_PD325901_SKOV3,5-FU,PD325901,SKOV3,2.8529330664,0
5-FU_PD325901_SW620,5-FU,PD325901,SW620,2.3472546751,0
5-FU_PD325901_SW837,5-FU,PD325901,SW837,0.9460961282,0
5-FU_PD325901_T47D,5-FU,PD325901,T47D,46.9965795657,0
5-FU_PD325901_UACC62,5-FU,PD325901,UACC62,-3.4432324072,0
5-FU_PD325901_UWB1289BRCA1,5-FU,PD325901,UWB1289BRCA1,18.9437175872,0
